gene,score,label
EHMT2,0.88696,2
IFNB1,0.886506667,2
TICAM1,0.88644,2
CHRNA3,0.886413333,2
BSND,0.886386667,2
CP,0.886213333,2
PEX11B,0.886213333,2
MAP1B,0.8862,2
CYP1A2,0.885906667,2
FSTL1,0.88584,2
VLDLR,0.885666667,1
APOC3,0.885573333,2
BCR,0.885573333,2
EGR2,0.885293333,2
CSK,0.885173333,2
MTA2,0.88512,2
PEX2,0.88508,2
SUMF1,0.88504,2
CLCN7,0.884946667,2
OMP,0.88484,2
TK2,0.884426667,2
THBS2,0.884413333,2
RAE1,0.8844,2
FGF18,0.88436,2
ILF3,0.884346667,2
BAD,0.884346667,2
PAH,0.884333333,2
NR1H4,0.884026667,2
ZC3HC1,0.88396,2
FTH1,0.883906667,2
ITPA,0.883853333,2
KRT14,0.883466667,2
PHC1,0.883346667,2
DNAJA3,0.883266667,2
CD81,0.883253333,2
LGALS3,0.883253333,2
SMPD1,0.883066667,2
C1QBP,0.882773333,2
MYLK,0.882666667,2
STIM2,0.88264,2
LAT,0.882573333,2
RNF7,0.882506667,2
SOAT1,0.882333333,1
LRP4,0.882226667,2
ONECUT1,0.882093333,2
TEK,0.881853333,2
LYN,0.88176,2
APOA1,0.881466667,2
ASL,0.881346667,2
PHIP,0.881293333,2
NCOA1,0.881213333,2
HDAC3,0.88112,2
CAMK4,0.88108,2
PTK7,0.881066667,2
CLPS,0.880933333,2
CLEC1B,0.880906667,2
IFT122,0.880866667,2
LMNB2,0.880746667,2
DNMT3B,0.88068,2
SRC,0.88024,2
SLC34A1,0.880186667,2
INHA,0.880173333,2
RAP1B,0.880066667,2
SPHK1,0.880026667,2
NDUFS6,0.879786667,2
NR6A1,0.879733333,2
ACADS,0.879466667,2
COL10A1,0.879333333,2
RPL27A,0.879293333,2
KLF5,0.879266667,2
CXCL10,0.879226667,2
PNPLA6,0.879053333,2
MAFG,0.879013333,2
RPS6KA5,0.878986667,2
PTTG1,0.87896,2
HOXB8,0.878946667,2
CASK,0.87892,2
ETV2,0.878573333,2
AEBP1,0.87804,2
SMAD7,0.877946667,2
PANK1,0.877853333,2
DLX5,0.877813333,2
GNAZ,0.877666667,2
CD8A,0.87736,2
KRT16,0.877346667,2
PRKAA2,0.87732,2
PPP5C,0.877253333,2
MAP2K1,0.877253333,2
LOX,0.87716,2
GSN,0.876986667,2
MEP1B,0.876733333,2
SFTPC,0.87664,2
MAFK,0.876626667,2
PTH,0.876573333,2
GRN,0.876533333,1
PGLYRP2,0.876413333,2
GNPTAB,0.876386667,2
RB1CC1,0.87632,2
RNF2,0.876266667,2
AKR1A1,0.87596,2
BCKDK,0.875893333,2
DKK1,0.87588,2
FBLN1,0.875813333,2
MCM9,0.875773333,2
UCP2,0.875746667,2
CCNE2,0.875746667,2
CYP1A1,0.87568,2
PRKCQ,0.87568,2
CRH,0.8756,1
IL15,0.8756,2
ELK4,0.87552,2
GSK3A,0.87544,2
CD274,0.875346667,2
PILRA,0.875186667,2
FNTB,0.875133333,2
NCKAP1L,0.875066667,2
SATB1,0.87492,2
PDCD1LG2,0.874866667,2
PPM1D,0.874866667,2
TDG,0.874853333,2
SOCS2,0.8748,2
NME1,0.87472,2
GATM,0.87468,2
PCK1,0.874533333,1
CALCA,0.87448,2
SMO,0.874466667,2
WAS,0.8744,2
NUMB,0.874386667,2
LAMA4,0.87436,2
GCM1,0.8742,2
ACHE,0.874133333,1
ARRB1,0.874093333,2
TBX6,0.873853333,2
BAP1,0.87364,2
RAD50,0.873586667,2
EPN2,0.873573333,2
FBN2,0.87356,2
ARID1A,0.873346667,2
FKBP8,0.873306667,2
MSH2,0.873226667,2
LHCGR,0.87304,2
PIK3CB,0.872933333,2
EIF2AK4,0.872906667,2
CDKN2D,0.872773333,2
ARHGDIA,0.872586667,2
VAMP8,0.872426667,2
SLC4A2,0.872373333,2
CTF1,0.872373333,2
STEAP4,0.872066667,2
UNC93B1,0.872026667,2
NCK1,0.871773333,2
NDN,0.87176,2
CDC20,0.871653333,2
LDB1,0.871573333,2
DLG2,0.871306667,2
TNFSF10,0.870893333,2
GAK,0.870733333,2
HSPB11,0.87072,2
PTPN12,0.870693333,2
SLC4A3,0.870573333,2
SURF1,0.870533333,2
SIX4,0.870466667,2
FOXP1,0.870146667,2
MOB1B,0.870026667,2
GGT1,0.870013333,2
ENPP2,0.869813333,2
UBR2,0.86968,2
TNFSF11,0.869666667,2
NFKBIA,0.869493333,2
ACADVL,0.869466667,2
NDRG1,0.869346667,2
GFAP,0.86932,2
OPA3,0.869146667,2
TXNIP,0.869133333,2
BMPR2,0.86912,2
SFRP4,0.86896,2
TRPC3,0.86888,2
GIT2,0.86888,2
HMX2,0.868786667,2
ABCC4,0.868693333,2
SLC8A1,0.8686,2
CYP7A1,0.86852,2
ACSL4,0.868506667,2
SCYL1,0.86836,2
ASCL2,0.868333333,2
PLEC,0.868133333,2
GPRC6A,0.868133333,2
DPPA4,0.868093333,2
GAB1,0.868013333,2
MSR1,0.867973333,2
TAB2,0.867786667,2
UMOD,0.867666667,2
BTK,0.86764,2
CC2D1A,0.8676,2
SUN1,0.867546667,2
IRF1,0.86752,2
CD40,0.867453333,2
IFT172,0.8674,2
LCP2,0.86724,2
TRPV6,0.867213333,2
OGT,0.86676,2
GPR116,0.866733333,2
NDST1,0.86664,2
SCN5A,0.8666,2
GRID2,0.8666,2
RASA3,0.866386667,2
ITGB2,0.86624,2
ECE1,0.866133333,1
CYS1,0.866133333,0
CDSN,0.866133333,2
FIG4,0.866,2
GSTZ1,0.865946667,2
RGS5,0.86592,2
WNT5A,0.865826667,2
LMO2,0.865586667,2
MAPK8IP1,0.86552,2
EXT1,0.865493333,2
EPCAM,0.865453333,2
TUSC2,0.865426667,2
BDKRB1,0.865226667,2
GSK3B,0.8652,1
NR1D1,0.865053333,2
UQCRFS1,0.864906667,2
KDM5A,0.864866667,2
CDX4,0.86468,2
CADM1,0.864453333,2
RYR1,0.864333333,2
USP1,0.86424,2
CLCN1,0.864213333,2
PPP1R13L,0.863746667,2
RHEB,0.86368,2
GBE1,0.863386667,2
VDAC3,0.863346667,2
BCL6,0.863333333,2
ADM,0.863333333,2
SDC1,0.863333333,2
STAT4,0.863186667,2
PLXND1,0.862746667,2
AQP4,0.862586667,2
LCN2,0.862466667,2
SMARCAL1,0.862426667,2
NEDD4L,0.86236,2
SMOC1,0.86232,2
ACACB,0.862306667,2
TFAP2B,0.86224,2
CAPNS1,0.862226667,2
LTBR,0.862026667,2
HMX3,0.861933333,2
MKKS,0.86188,2
KAT2A,0.86184,2
SOSTDC1,0.86144,2
TKT,0.861266667,2
MYL7,0.861133333,2
CADPS2,0.861093333,2
TREM1,0.860826667,2
LMX1A,0.860506667,2
SP1,0.860506667,2
TRAF3,0.8604,2
FECH,0.860346667,2
ID1,0.860306667,2
CD247,0.860226667,2
PROS1,0.860093333,2
FOXA1,0.86,2
VAV2,0.859493333,2
LHX3,0.85948,2
KCNA1,0.859466667,2
MKL1,0.859333333,2
SCNN1B,0.859306667,2
GAS1,0.859213333,2
CHRNA9,0.858973333,2
SLC19A2,0.85884,2
CACNB4,0.858653333,2
PLIN2,0.85856,2
SIRT6,0.858533333,2
MB,0.858493333,2
DLX2,0.858373333,2
SUZ12,0.858226667,2
PTRH2,0.858133333,2
XDH,0.85796,2
HEXA,0.857933333,2
LDHA,0.857813333,2
TCF12,0.857786667,2
NSDHL,0.857786667,2
S1PR3,0.857693333,2
GIT1,0.857666667,2
PRMT3,0.857586667,2
USP18,0.857466667,2
KCNN4,0.857386667,2
DERL2,0.85736,2
MYBL1,0.85716,2
IKZF1,0.85704,2
FGFR4,0.856893333,2
SLC27A4,0.85688,2
MPP5,0.85668,2
SCD,0.85608,2
ALX4,0.856053333,2
LAMB2,0.855946667,2
NABP2,0.85588,2
PTGES3,0.855826667,2
FLCN,0.85576,2
GCM2,0.85568,2
NBEA,0.855626667,2
VIPR1,0.855373333,2
CD2AP,0.855333333,1
USP14,0.855306667,2
L1CAM,0.85488,2
CPA3,0.85484,2
ZFPM2,0.854693333,2
CLDN7,0.854626667,2
GSX1,0.85456,2
COL4A2,0.85444,2
PNN,0.854333333,2
PTGIR,0.85416,2
HIST1H1C,0.853813333,2
CELSR3,0.8538,2
AKAP12,0.853773333,2
MAVS,0.8536,2
NSUN2,0.85356,2
GRIN1,0.853373333,2
DUSP6,0.85328,2
MAPK11,0.853213333,2
ROR1,0.852906667,2
MAN2A1,0.852866667,1
ANP32B,0.852786667,2
PFDN1,0.8526,2
NLRP1,0.852453333,2
AGA,0.852266667,2
GLI1,0.852266667,2
OFD1,0.852093333,2
ADRB2,0.851866667,2
PRL,0.851826667,2
CPE,0.8518,2
FEV,0.85168,2
HMOX2,0.851653333,2
CDH23,0.851586667,2
RFWD2,0.851573333,2
CASP12,0.851506667,2
ITGA9,0.8514,2
PSIP1,0.851173333,2
FLT3,0.851133333,2
SLC12A6,0.851106667,2
CASP1,0.851013333,2
GPD2,0.850986667,2
TM7SF2,0.85096,2
LIFR,0.850933333,2
RPS7,0.850906667,2
ATCAY,0.850866667,2
RSPO2,0.850826667,2
IL1B,0.8508,1
GPX1,0.850626667,2
MAGED1,0.85052,2
ACE2,0.850493333,2
ELOVL4,0.850306667,2
PAX7,0.850293333,2
LECT2,0.850053333,2
SCN8A,0.849973333,2
ATG7,0.849826667,2
FKTN,0.84972,2
F9,0.849706667,2
DISP1,0.84964,2
CHRM2,0.849626667,2
SERPINI2,0.849586667,2
FAIM,0.849453333,2
TNFRSF11B,0.849333333,2
WLS,0.84912,2
LBX1,0.849093333,2
TLR3,0.848733333,2
TSLP,0.848666667,2
FKRP,0.848613333,2
NR2C2,0.848386667,2
PPARA,0.848346667,2
GRIA2,0.848213333,2
ZNF423,0.848146667,2
FXR1,0.84812,2
BIN1,0.848066667,1
ITGA7,0.847946667,2
NKX2-6,0.847826667,2
EXO1,0.847773333,2
HOXD10,0.847573333,2
ZFP36L2,0.84736,2
SLC17A6,0.847346667,2
G6PD,0.847213333,2
PYGO2,0.847186667,2
EHD1,0.84708,2
KLF1,0.847013333,2
TP53BP1,0.84696,2
PRKG1,0.846933333,2
GAL,0.846773333,2
GJB2,0.846413333,2
HAX1,0.84628,2
MAP3K4,0.84616,2
IKBKE,0.846093333,2
PCGF2,0.84592,2
HCST,0.84576,2
SERPINE2,0.845453333,2
RELN,0.8452,1
LPAR4,0.845133333,2
SMARCA2,0.844946667,2
FGF21,0.84492,2
FOXD3,0.844613333,2
BTC,0.844546667,2
XRCC2,0.844213333,2
GAD2,0.844186667,2
MPI,0.844093333,2
JUNB,0.844093333,2
PLA2G6,0.843973333,2
PORCN,0.843613333,2
RPL24,0.843493333,2
SALL1,0.843226667,2
AGT,0.843186667,2
XPC,0.843093333,2
PFKM,0.843093333,2
PROCR,0.842893333,2
NPC2,0.842866667,2
IL12RB2,0.84276,2
APLNR,0.842733333,2
NFE2,0.84252,2
LIMS1,0.842493333,2
DSC1,0.842333333,2
LIN7C,0.842306667,2
SULF1,0.842293333,2
GNE,0.842226667,2
MAML1,0.8422,2
FTO,0.842173333,2
EDN1,0.842146667,2
SLC3A2,0.842093333,2
GAMT,0.841906667,2
SLIT3,0.841733333,2
PRDX6,0.841586667,2
PAFAH1B1,0.841506667,2
HK1,0.84144,2
TNFAIP8L2,0.8414,2
ADH7,0.841266667,2
TRAF3IP2,0.841253333,2
TRPV5,0.841173333,2
NRP1,0.841026667,2
PPP3CB,0.841,2
MCPH1,0.840946667,2
ATXN1,0.840906667,2
MTM1,0.84084,2
ABCD1,0.840826667,2
HCCS,0.8408,2
MOG,0.84076,2
TBK1,0.840733333,2
GRHL2,0.840426667,2
ETV5,0.840133333,2
CCL3L3,0.840013333,2
ATOX1,0.839826667,2
CTH,0.8398,2
GREM1,0.839586667,2
NPRL3,0.839573333,2
GNAO1,0.83956,2
ABCA12,0.839453333,2
BCS1L,0.83916,2
CAPRIN1,0.839133333,2
ZFP36L1,0.83892,2
MAP2K7,0.838493333,2
TBX15,0.83848,2
DAG1,0.838466667,2
LIG3,0.838466667,2
SORT1,0.838266667,2
RASA1,0.83812,2
LPAR1,0.838093333,2
GHRH,0.838066667,2
WWOX,0.837613333,2
TEAD1,0.837506667,2
RTEL1,0.837413333,2
SHOX2,0.837266667,2
GPX4,0.837186667,2
PTPRF,0.837133333,2
HHAT,0.837013333,2
DROSHA,0.836973333,2
CDH2,0.836893333,2
UBE4B,0.836733333,2
AIP,0.836386667,2
SLC35C1,0.83636,2
DES,0.83632,2
CPB2,0.83624,2
SLC4A7,0.835573333,2
ATF7,0.835266667,2
AQP1,0.835226667,2
EPHB2,0.834946667,2
ODF2,0.8348,2
MDK,0.834773333,2
PER1,0.83464,2
MED24,0.834413333,2
AGRP,0.834386667,2
UTRN,0.834293333,2
NEK1,0.83428,2
ANKRD17,0.83424,2
MAP3K1,0.834066667,2
CD14,0.83404,2
TCEA1,0.83384,2
TOP2B,0.833746667,2
TSTA3,0.833693333,2
HGF,0.83364,2
RGS10,0.8334,2
NFAT5,0.833386667,2
CD3E,0.83328,2
SLC12A2,0.833053333,2
TG,0.83292,2
EOMES,0.83276,2
GPR132,0.832746667,2
POLR2A,0.832733333,2
CHRNB4,0.832453333,2
TRPV4,0.832253333,2
CSRP3,0.832253333,2
PICALM,0.832133333,1
RAC2,0.83212,2
SLC34A2,0.83212,2
COL5A3,0.83208,2
CRIM1,0.832066667,2
GJC1,0.832013333,2
FXN,0.831906667,2
SLC9A1,0.831813333,2
ERCC3,0.831786667,2
CALR,0.831773333,2
SLC32A1,0.83156,2
CTSC,0.83152,2
CUL4B,0.831506667,2
CYP11B2,0.83136,2
HEPH,0.831346667,2
ABCA5,0.831146667,2
RAPGEF2,0.831106667,2
SULF2,0.830853333,2
PVRL1,0.830786667,2
HCRT,0.830773333,2
HEG1,0.830773333,2
SCN2A,0.830466667,2
MAP2K2,0.83028,2
EPHB3,0.830253333,2
MYH11,0.830133333,2
ARHGDIB,0.83012,2
CFLAR,0.83012,2
CLOCK,0.83012,2
EGLN2,0.830053333,2
GRB10,0.829946667,2
VTCN1,0.829946667,2
DAB1,0.829893333,2
MC4R,0.829813333,2
FZD9,0.829786667,2
YY1,0.829773333,2
SRSF4,0.829613333,2
XRCC1,0.8294,2
DMTF1,0.829306667,2
NFKBIZ,0.8292,2
TAP1,0.829106667,2
ARHGAP5,0.829093333,2
MYB,0.82904,2
ARHGEF4,0.828893333,2
CACNB2,0.828813333,2
PELI1,0.828773333,2
OTX1,0.828653333,2
SLPI,0.828653333,2
AURKB,0.828573333,2
TRIM63,0.828293333,2
NCAM1,0.82824,2
KSR1,0.828226667,2
SLC5A1,0.828173333,2
IL23A,0.82816,2
KCNMA1,0.828093333,2
ARCN1,0.828093333,2
TBX21,0.82804,2
UNC5C,0.82804,2
NRCAM,0.828026667,2
ETS2,0.8278,2
POFUT1,0.827613333,2
HSD17B7,0.82752,2
UBR5,0.82736,2
PDPN,0.827106667,2
VWF,0.827013333,2
TRIP11,0.826826667,2
ABCB1,0.826773333,2
PRKCE,0.82672,2
HIC1,0.826626667,2
CNTN1,0.826453333,2
MED31,0.826306667,2
SLX4,0.826293333,2
ALMS1,0.826,2
PDHA1,0.82584,2
PGF,0.8258,2
NTRK3,0.825773333,2
FOSL2,0.825746667,2
EHHADH,0.825706667,2
IL2RA,0.825706667,2
GFI1B,0.82564,2
MESP2,0.825573333,2
SMAD9,0.825186667,2
ARRB2,0.825173333,2
HBEGF,0.82472,2
TBX5,0.82472,2
TASP1,0.824693333,2
STAB2,0.824693333,2
PCYT1A,0.824693333,2
MUC1,0.82452,2
SYNE1,0.824106667,2
BCL3,0.823866667,1
CHAT,0.823733333,1
UROS,0.823626667,2
TBC1D4,0.823493333,2
HOXB3,0.823426667,2
VIP,0.82332,2
DNMT3L,0.82324,2
EPHA2,0.823106667,2
SIRT3,0.82276,2
GNA12,0.82264,2
GCLC,0.8226,2
ADORA3,0.822573333,2
REG1B,0.822533333,2
PINK1,0.82252,2
VAX2,0.822413333,2
MEGF8,0.82216,2
HSF1,0.822146667,2
GLMN,0.821986667,2
BBS2,0.821973333,2
S1PR1,0.82188,2
IDS,0.821853333,2
BCLAF1,0.82164,2
SIRT7,0.821546667,2
VAV1,0.821093333,2
HSD17B2,0.821066667,2
ETS1,0.821066667,2
ERF,0.821026667,2
HMGB1,0.821,2
HGS,0.820893333,2
PLAGL1,0.82088,2
PLCG1,0.82072,2
FAT4,0.820613333,2
ITGB8,0.82012,2
WNK1,0.82008,2
CHM,0.81976,2
MRE11A,0.81964,2
TNFRSF13B,0.819626667,2
ATRN,0.819506667,2
CORIN,0.819493333,2
KLF4,0.819266667,2
PTGER3,0.81924,2
SYTL1,0.81888,2
HP1BP3,0.818866667,2
ZC3H12A,0.818786667,2
CDK7,0.818573333,2
PLK4,0.818546667,2
HOXC4,0.818533333,2
RAI1,0.81848,2
KLF7,0.81832,2
PCNA,0.81808,2
GCGR,0.818053333,2
FERMT3,0.81804,2
TREX1,0.81804,2
MAF,0.817146667,2
MPO,0.817066667,1
ALS2,0.81704,2
DNAJC5,0.8168,2
TULP3,0.816746667,2
KLB,0.81672,2
CD151,0.816506667,2
CDH5,0.816306667,2
P2RX7,0.816266667,2
PGLYRP1,0.816266667,2
DGAT1,0.81624,2
BMPR1B,0.8162,2
TBX2,0.81608,2
MOB1A,0.81588,2
PCSK2,0.81588,2
KCNC3,0.8158,2
HIF1AN,0.815733333,2
ABCG1,0.815706667,2
H3F3A,0.815626667,2
TMOD1,0.815186667,2
LRPAP1,0.81488,2
CDC25A,0.814626667,2
TCF4,0.814613333,2
MGRN1,0.814573333,2
SERPIND1,0.81456,2
PPIA,0.814546667,2
MAPKAPK2,0.814413333,2
B9D2,0.814253333,2
ADCYAP1R1,0.814066667,2
DLC1,0.813986667,2
GOLM1,0.81396,2
FMR1,0.813906667,2
FOXJ1,0.81388,2
MKL2,0.813826667,2
TCIRG1,0.813653333,2
CENPJ,0.813413333,2
BMF,0.813386667,2
LFNG,0.813346667,2
SLC14A1,0.813253333,2
MAPK8IP2,0.813213333,2
LMF1,0.81316,2
ATG16L1,0.81312,2
MFGE8,0.813013333,2
UACA,0.812866667,2
NPEPPS,0.812746667,2
TACC3,0.812706667,2
BHLHA15,0.81252,2
H3F3B,0.812266667,2
MYOCD,0.811933333,2
BICC1,0.81192,2
TGFBR3,0.811746667,2
DPCD,0.811333333,2
NKX6-1,0.81104,2
KCNE1,0.810666667,2
C5AR1,0.81052,2
LHX1,0.810493333,2
CDC7,0.81048,2
RIMS2,0.81044,2
KIF7,0.810413333,2
USP8,0.81024,2
BARX2,0.810213333,2
ACTN4,0.81016,2
VCAN,0.80988,2
HTR4,0.80984,2
MBP,0.809786667,2
LATS2,0.80976,2
AZGP1,0.80972,2
SLC13A1,0.8094,2
TNFRSF9,0.809253333,2
SLC6A2,0.808866667,2
WNT2,0.8088,2
SERP1,0.808693333,2
SLC2A1,0.80852,2
DSCAM,0.808373333,2
HTR2C,0.808333333,2
UGCG,0.808013333,2
PREP,0.80792,2
GDF15,0.807893333,2
FANCA,0.80788,2
HLA-B,0.8078,2
HPS4,0.807773333,2
DNASE2,0.807613333,2
INVS,0.80744,2
NUAK1,0.807306667,2
PDS5A,0.80712,2
PLOD3,0.807066667,2
TLR7,0.807066667,2
SOX10,0.807053333,2
PSMC4,0.806413333,2
DNAH11,0.805986667,2
ERCC5,0.805853333,2
DDX58,0.805733333,2
MTTP,0.805666667,2
CHRM3,0.805613333,2
RAP1A,0.805586667,2
ANKRD11,0.805346667,2
SCHIP1,0.80508,2
OLIG2,0.80496,2
NEDD4,0.80484,2
HHIP,0.804746667,2
RIF1,0.80472,2
RASSF9,0.804706667,2
FANCL,0.804693333,2
TTC7A,0.80464,2
NAB1,0.80432,2
MDC1,0.804106667,2
JDP2,0.803986667,2
NTSR1,0.803813333,2
PSMG1,0.803693333,2
FASN,0.803666667,2
MYCBP2,0.80364,2
HIPK2,0.803426667,2
SGSH,0.803253333,2
KCNJ11,0.803213333,2
ASCL1,0.8032,2
CYP24A1,0.802813333,2
DDC,0.8026,2
B3GNT6,0.802586667,2
HEY1,0.802586667,2
GPI,0.802533333,2
TLN1,0.802413333,2
NR0B2,0.802293333,2
FUS,0.802213333,2
HOXB13,0.80216,2
LPL,0.802066667,1
HPX,0.801613333,2
RAX,0.801586667,2
STK36,0.801493333,2
SLC14A2,0.80144,2
TBX20,0.801293333,2
IREB2,0.80116,2
NKX2-2,0.801106667,2
GCK,0.801013333,2
AFF1,0.800946667,2
ITGA2B,0.80084,2
MAPK8IP3,0.80072,2
UCHL3,0.800573333,2
SP4,0.800466667,2
RYK,0.800466667,2
FZD2,0.8004,2
CAPN1,0.80036,2
SPHK2,0.800093333,2
CYP26B1,0.800093333,2
CXCL14,0.800066667,2
OXT,0.800066667,2
CRLF2,0.799786667,2
GRIN2D,0.79968,2
PMP22,0.7996,2
BRD1,0.79956,2
NLK,0.799466667,2
CYP51A1,0.799346667,2
TRIM21,0.799306667,2
HIPK1,0.79928,2
EHD4,0.7992,2
MAGEL2,0.799053333,2
ELMOD1,0.798946667,2
TBX4,0.798626667,2
FZD1,0.798533333,2
FKBP4,0.79848,2
CSNK2A1,0.7984,2
STC2,0.798253333,2
CIITA,0.798226667,2
DOCK1,0.798026667,2
IL1RL2,0.798026667,2
OVOL2,0.79792,2
SEMA3A,0.797906667,2
CDK5,0.79776,2
LTB4R,0.79736,2
C1GALT1,0.796773333,2
PIN1,0.79644,2
PI4K2A,0.796413333,2
EIF4EBP1,0.796133333,2
CENPA,0.79604,2
ITGB5,0.796013333,2
LTBP4,0.795866667,2
MYH6,0.79564,2
HADHA,0.7956,2
SCARB2,0.795493333,2
MIB2,0.795386667,2
CFC1B,0.795253333,2
DNASE1,0.794826667,2
G3BP1,0.794813333,2
RBP1,0.794666667,2
TGFBI,0.794573333,2
AGRN,0.794306667,2
RANBP2,0.794253333,2
TNFRSF10A,0.79424,2
DTNA,0.79408,2
SLC30A4,0.794,1
ARID3A,0.79396,2
SLC2A9,0.79392,2
NOTCH4,0.793746667,2
NPHP3,0.793693333,2
PAK1,0.793253333,2
HOXC8,0.79316,2
MTHFR,0.792933333,1
CUL7,0.792826667,2
DNAJC3,0.792773333,2
AGTR1,0.792653333,2
HBB,0.792506667,2
EPN1,0.792293333,2
RABGGTA,0.79224,2
MTSS1,0.792226667,2
NPAS3,0.792133333,2
CLK1,0.79212,2
CDK5RAP2,0.792093333,2
COX10,0.792026667,2
FGF3,0.792013333,2
AES,0.791906667,2
FOXQ1,0.791853333,2
OGG1,0.79184,2
KIRREL,0.79184,2
RIPK1,0.791786667,2
CALCRL,0.79168,2
HOXB2,0.79168,2
BLM,0.791573333,2
TXNRD1,0.79152,2
RBP4,0.791506667,2
LEFTY1,0.7914,2
CHRM4,0.791386667,2
ACTA1,0.791146667,2
FZD5,0.790986667,2
GCG,0.790906667,2
PKDCC,0.790893333,2
SCN1B,0.790693333,2
ITPR3,0.790413333,2
SFTPD,0.790186667,2
BTD,0.79,2
DPH1,0.789973333,2
ANGPTL2,0.78988,2
LIAS,0.78968,2
SKP2,0.78952,2
SHOC2,0.789506667,2
CR2,0.789506667,2
SIN3B,0.78848,2
RC3H1,0.788213333,2
CHRNA7,0.7882,1
SMYD1,0.7882,2
DLL3,0.78804,2
TRAF2,0.787986667,2
ARIH2,0.787893333,2
MANBA,0.78784,2
COMT,0.7878,2
PEX3,0.78772,2
VCL,0.7874,2
MAP4K5,0.787346667,2
PBX2,0.78732,2
MNT,0.787266667,2
HPS5,0.7872,2
DLG4,0.787066667,2
KLF6,0.786946667,2
NAB2,0.786693333,2
ZFPM1,0.786653333,2
LAMA1,0.786626667,2
XRCC6,0.786306667,2
CNN1,0.786226667,2
EGF,0.786146667,2
IL22,0.786013333,2
PLCB1,0.785986667,2
HRH1,0.78588,2
DNASE1L2,0.78588,2
HS2ST1,0.785786667,2
SLC18A2,0.785746667,2
PTGES,0.785706667,2
H6PD,0.785693333,2
HEY2,0.78564,2
ESRRA,0.78552,2
ESPL1,0.785506667,2
FOXL2,0.785426667,2
ARX,0.785426667,2
GAA,0.785413333,2
ENTPD1,0.785373333,2
FOLR1,0.78508,2
TRPA1,0.78492,2
BSG,0.784493333,2
ITPR2,0.784346667,2
CD226,0.78408,2
IFT57,0.784026667,2
F10,0.783666667,2
POU2F1,0.78364,2
PKLR,0.78352,2
DLX6,0.783413333,2
BARD1,0.783266667,2
CHRNE,0.78316,2
CD180,0.783066667,2
MPZL3,0.782666667,2
CBX2,0.78264,2
VTI1B,0.782413333,2
DMBT1,0.782386667,2
EFNA5,0.78236,2
GSX2,0.782333333,2
CLN3,0.78232,2
H2AFX,0.78228,2
EIF2S1,0.78224,2
ING1,0.7822,2
SOX7,0.782106667,2
SLC23A1,0.78208,2
MYBPC3,0.78196,2
PRKCH,0.781933333,2
ABCB4,0.78184,2
PLVAP,0.78184,2
RPGRIP1L,0.781466667,2
CER1,0.781386667,2
TXNRD2,0.781373333,2
TREML1,0.781346667,2
KIF5A,0.781306667,2
FAIM3,0.781253333,2
E2F5,0.781173333,2
MGAT1,0.781053333,2
GABRA1,0.781,2
CTSK,0.78088,2
SOCS7,0.780853333,2
COL3A1,0.78056,2
TDO2,0.78024,2
IL10RA,0.77988,2
WNT4,0.779613333,2
SLC6A9,0.779586667,2
PI4KA,0.779546667,2
FLNB,0.7794,2
LIG1,0.779373333,2
ITGA2,0.779373333,2
CYP2E1,0.77888,2
NQO1,0.778866667,2
MTERFD2,0.778706667,2
HEYL,0.778466667,2
RAMP2,0.77816,2
CALCR,0.7778,2
YWHAQ,0.77776,2
GDF1,0.7772,2
CACNA1C,0.777186667,2
TP53BP2,0.77712,2
HSPB8,0.77668,2
MDFI,0.776253333,2
PSMC1,0.776173333,2
ABL2,0.776173333,2
DHH,0.776146667,2
IRF5,0.776013333,2
TNFRSF4,0.775786667,2
TOM1L2,0.775733333,2
FABP3,0.775706667,2
RASGRF1,0.775693333,2
ADAMTS1,0.775626667,2
SPTB,0.77544,2
TCF7L1,0.775426667,2
HOXD11,0.774946667,2
TRIO,0.77412,2
TNFSF4,0.773946667,2
ITPKB,0.77364,2
DHX58,0.7734,2
NDST3,0.772666667,2
TRIM33,0.772653333,2
RGS2,0.772493333,2
TRPS1,0.772226667,2
PIK3CD,0.772133333,2
NKX3-1,0.772,2
DAAM1,0.77196,2
SMTN,0.771746667,2
ICOS,0.771613333,2
CDK1,0.771533333,2
SELPLG,0.771386667,2
TPP1,0.77124,2
ZNF385A,0.77112,2
NEIL1,0.771,2
COMMD1,0.770986667,2
FABP4,0.77076,2
OVOL1,0.770706667,2
KCNN2,0.77068,2
PHYH,0.7706,2
TEAD2,0.77056,2
LAT2,0.770546667,2
PROM1,0.77032,2
MTA1,0.770253333,2
RAB3A,0.770226667,2
PIK3C2A,0.770013333,2
KISS1,0.769733333,2
ELANE,0.76968,2
VAV3,0.76964,2
SPTAN1,0.769626667,2
PLN,0.769346667,2
CIDEC,0.76928,2
RASSF5,0.769186667,2
KCNJ2,0.76908,2
GFRA2,0.76876,2
CAPN10,0.76872,2
TRPM2,0.768706667,2
SSBP2,0.768413333,2
BCL2L2,0.76804,2
CBLB,0.768013333,2
ATP6V0A4,0.76788,2
NPPC,0.767626667,2
ITGAM,0.767533333,2
CNTNAP1,0.767453333,2
B4GALNT1,0.76724,2
FMOD,0.767213333,2
LACTB2,0.76716,2
TNFRSF14,0.767026667,2
PAX2,0.76692,2
CTNNA1,0.76652,2
GABBR1,0.766493333,2
SLC5A2,0.766186667,2
CRYAB,0.76616,2
CFB,0.766013333,2
SSTR4,0.76592,2
COL4A3BP,0.765693333,2
